material_id,formula,energy_above_hull (eV/atom),energy_per_atom (eV/atom),density (g/cm³),band_gap (eV),bulk_modulus_K_VRH (GPa),shear_modulus_G_VRH (GPa),youngs_modulus_E(GPa),epsilon(k),epsilon_var,epsilon_delta,epsilon_ratio
mp-3953,CaCO3,0.0,-7.9036375660000004,2.703519704858185,4.999499999999999,75.01062331309114,33.1296719956005,86.63450005491698,2.8618342133333337,0.09355813022825676,0.6488544824016707,1.2670991120485455
mp-1229253,CaCe4Si3O13,0.0,-8.679423971428573,5.117153557631417,0.16080000000000003,,,,,,,
mp-1227227,CaCeN2,0.0,-15.4951035275,5.6143393613539185,0.38919999999999905,,,,,,,
mp-23713,CaH2,0.0,-5.3163877125,1.960743294233768,3.0275,46.84413168608732,32.36155289361054,78.91276571247612,4.452752266666667,0.010424166040149013,0.24887477000000047,1.057404953616478
mp-722900,CaH3NO5,0.0,-6.15152106325,2.084987902501096,3.4578,,,,,,,
mp-1193655,CaH6(SO4)4,0.0,-6.179015636666667,2.173948608794296,5.8984000000000005,,,,,,,
mp-34932,CaHN,0.0,-7.433647743333334,2.588778361360527,2.192999999999999,,,,4.575010273333333,0.015754401842538533,0.2662607899999987,1.0605481758980368
mp-2713912,CaHf(SO4)3,0.0,-7.448834372352941,3.057248802201881,4.6781,,,,,,,
mp-1029359,CaHfN2,0.0,-19.487347285,7.890793104034891,0.543299999999999,168.68192989264003,123.33546065129309,297.49880798606637,9.493640050000003,0.8151253354441801,1.9152213519251973,1.2330852615426071
mp-754853,CaHfO3,0.0,-9.182272448,7.017975204441195,4.4855,,,,4.359669353333334,0.0009104481643291712,0.07030242000000086,1.016281495938671
mp-560622,CaLa2B10O19,0.0,-8.543698463437499,3.576261246809263,4.3132,,,,,,,
mp-1227220,CaLa4Si3O13,0.0,-8.599833934761905,4.999019103821489,4.4836,,,,,,,
mp-861643,CaLaMg2,0.0,-2.6454977025,3.017366894027894,0.0,29.66666666666667,17.780239520958084,44.45882471694622,,,,
mp-684801,CaLaMgTaO6,0.0,-8.5479749005,6.304460340892075,4.185700000000001,,,,,,,
mp-6459,CaMg(CO3)2,0.0,-7.747362902000001,2.8700109673651353,5.0091,89.60589569160997,42.32555020357513,109.7037166169931,2.7517189933333355,0.08402871438740363,0.6149227274406184,1.2625887630992108
mp-6766,CaMg(SiO3)2,0.0,-7.7613118765,3.149491306438381,4.9716000000000005,102.15779064734241,64.87637226952337,160.62658622013353,2.987460943333335,0.0036775095765853674,0.14314952382988677,1.048900948716299
mp-1183430,CaMg2,0.0,-5.24313199,1.738068158187664,0.0,,,,,,,
mp-1229186,CaMg2(SO4)3,0.0,-6.779394035138888,2.883990600586369,6.8686,,,,,,,
mp-5795,CaMg2N2,0.0,-7.72367433,2.952859396136397,1.9968999999999992,101.71527777777777,74.16262983946272,178.98691710112178,5.85583472,0.06120483383010104,0.5248073186543687,1.0923810439906356
mp-1019579,CaMg3SiN4,0.0,-6.229972947361111,2.938699474492667,2.4021,,,,,,,
mp-5473,CaMgSi,0.0,-3.423066137499999,2.248583050515109,0.0,50.619194945400665,40.81993301013706,96.5159273803581,,,,
mp-6493,CaMgSiO4,0.0,-7.482815064642857,2.957136984745377,4.6294,100.576864576623,54.83973351370021,139.2165086841924,,,,
mp-1009657,CaN2,0.0,-9.07119737,2.956401288995216,0.0,82.80492063492062,39.16340566500813,101.48998627956286,,,,
mp-2605,CaO,0.0,-6.7827998350000005,3.353083748678994,3.6301,105.66666666666667,74.19349593495934,180.36602184683935,3.784006893333327,7.34366626645141e-13,2.097334887984914e-06,1.000000554263117
mp-634859,CaO2,0.0,-6.173734116666668,3.312892458777454,2.7345,,,,3.381170960000001,0.002764475775943149,0.11153537999999896,1.0333539563859664
mp-1345,CaP,0.0,-9.276643459166666,2.438949924979277,0.34430000000000005,52.86572104018912,33.415080039341404,82.79998419589467,8.19818330666667,4.30548717209569,4.4016699946195885,1.6539439145607662
mp-24130,CaP2(HO)4,0.0,-6.015699982272728,2.042859348934303,5.5901,,,,,,,
mp-643898,CaP2H2O7,0.0,-7.103864877083333,2.418835430780301,5.7059999999999995,,,,,,,
mp-1214543,CaP2H5NO7,0.0,-6.640005386796875,2.217402723259624,5.2103,,,,,,,
mp-3545,CeMgSi2,0.0,-5.084023117500001,4.405614795843682,0.0,,,,,,,
mp-2493,CeN,0.0,-21.730855215,7.769274573230603,0.0,143.0,76.48343789209537,194.73275915350425,,,,
mp-10688,CeO,0.0,-8.67468693,8.465653204880008,0.0,147.66666666666666,81.05063663075416,205.54558768367477,,,,
mp-20194,CeO2,0.0,-9.204800156666666,6.994759103664203,1.8647,170.66666666666666,74.28051948051947,194.60799758991305,7.96461853,1.0634078600244431e-13,7.432220616720997e-07,1.0000000933154658
mp-2154,CeP,0.0,-21.67835144,5.464084558257399,0.0,69.33333333333334,50.12222222222222,121.16843872411863,,,,
mp-22524,CeP2O7,0.0,-8.2495002705,3.030298353210552,1.3714,,,,,,,
mp-566,CeP5,0.0,-13.279467675,3.811109332082355,0.0,,,,,,,
mp-504897,CeP5O14,0.0,-7.92574784425,3.052396748289921,0.677099999999999,,,,,,,
mp-4136,CePO4,0.0,-8.62311572819445,5.190840345535104,0.0,,,,,,,
mp-1006371,CePS,0.0,-6.890258127916669,5.029114848779913,0.0,,,,,,,
mp-561261,CePS4,0.0,-6.009529874791667,3.324773563080348,0.22389999999999902,,,,,,,
mp-1096,CeS,0.0,-21.679100745,6.230328095020813,0.0,87.0,52.931754161331625,132.0209343557629,,,,
mp-20594,CeS2,0.0,-17.685675884166667,5.028616153465198,0.0,,,,,,,
mp-21115,CeSi,0.0,-20.556326045,5.712566299470599,0.0,69.4106700086244,39.03691584682456,98.62220361866353,,,,
mp-1898,CeSi2,0.0,-16.807196173333335,5.3358583831754345,0.0,89.19094304388423,47.8143419448291,121.69631412316058,,,,
mp-29466,CeSi3N5,0.0,-12.9125643625,4.628099407672499,0.11899999999999901,,,,,,,
mp-22225,CeSiBO5,0.0,-8.71473921,4.741962507938011,0.157499999999999,,,,,,,
mp-22074,CeTaO4,0.0,-9.928755692916665,7.93500257007311,0.0,,,,,,,
mp-21462,Eu,0.0,-38.520882715,5.726844485971249,0.0,,,,,,,
mp-2646920,Eu(BH4)2,0.0,-5.089028444090909,2.817647997450122,1.572,,,,,,,
mp-540879,Eu(BO2)2,0.0,-9.27629108392857,4.620156461410449,0.290299999999999,,,,,,,
mp-643738,Eu(MgH3)2,0.0,-4.203897552222222,3.098216987994264,0.0,,,,,,,
mp-1206478,Eu(MgP)2,0.0,-5.833809840000001,3.895696660426763,0.0,,,,,,,
mp-1019733,Eu(NO3)3,0.0,-7.462709144423077,3.237244839244116,0.0,,,,,,,
mp-1213012,Eu(PO3)3,0.0,-8.329114599230785,3.7697965692919713,0.0,,,,,,,
mp-1212596,Eu2B2O5,0.0,-9.662052044444412,5.56624732284896,0.0819,,,,,,,
mp-1203361,Eu2H16S3O20,0.0,-6.270378603902439,2.701242852805635,0.0,,,,,,,
mp-982662,Eu2MgSi2O7,0.0,-8.982979062916666,4.858216819715106,0.011800000000000001,,,,,,,
mp-1212961,Eu2N,0.0,-29.63066883,7.289020341278062,0.0,,,,,,,
mp-1017564,Eu2O3,0.0,-10.529193926,8.077829720008786,0.0,,,,,,,
mp-542297,Eu2SO6,0.0,-8.771614428888888,6.371289300564038,0.0,,,,,,,
mp-1102477,Eu2Si,0.0,-29.136443181666667,6.235268116742833,0.0,,,,,,,
mp-1191010,Eu2SiN3,0.0,-20.303917696666666,7.383702350715082,0.0,,,,,,,
mp-554546,Eu2SiO4,0.0,-9.892466269285718,6.787915417570968,0.28889999999999905,,,,,,,
mp-22504,Eu2SiS4,0.0,-18.61798827785714,4.60402951410691,0.28940000000000005,,,,,,,
mp-1191288,Eu2Ta2O7,0.0,-10.647741067272726,8.298493506217564,0.0,,,,,,,
mp-1025200,Eu2TiO4,0.0,-10.349261687142858,7.38929617544094,0.0,132.88489388264668,72.00005314529109,182.9567800558559,,,,
mp-505346,Eu3(BO3)2,0.0,-9.903198929090907,6.530131956800016,0.45880000000000004,,,,,,,
mp-1199980,Eu3(MgSi)5,0.0,-5.451776967884616,4.126964281512022,0.0,,,,,,,
mp-1105092,Eu3P4,0.0,-22.85502644142857,5.768389705335448,0.0,,,,,,,
mp-1103738,Eu3S4,0.0,-23.24079308142857,6.099900095271594,0.0,,,,,,,
mp-2748966,Eu3TaO7,0.0,-21.919762461363636,8.128074437575968,0.1545,,,,,,,
mp-1189832,Eu5(ZrS4)3,0.0,-8.4369868225,5.045402592272936,0.0,,,,,,,
mp-1212818,Eu5P3O13,0.0,-9.603612995952382,5.873528779529164,0.0,,,,,,,
mp-1190061,Eu5Si3,0.0,-27.951633545,6.144226287578682,0.0,,,,,,,
mp-8109,EuB4O7,0.0,-8.952668805416666,5.062560224715145,2.1466,,,,,,,
mp-20874,EuB6,0.0,-12.34880555142857,5.008978784886573,0.0,143.33333333333334,107.90197109067017,258.77120774391386,,,,
mp-1019734,EuBN2,0.0,-17.291899935416666,6.574345235640291,0.0,,,,,,,
mp-1018177,EuC2,0.0,-19.65337249,5.75110831239337,0.0,,,,,,,
mp-1103990,EuC6,0.0,-14.141740730714286,4.815255117386608,0.0,,,,,,,
mp-1212716,EuCN2,0.0,-17.645258679375,4.944429893955914,0.4575,,,,,,,
mp-554518,EuCO3,0.0,-9.494560945,5.509426855134597,0.429299999999999,,,,,,,
mp-1102496,EuH2,0.0,-15.830400685,6.313598378047046,0.0,,,,,,,
mp-774926,EuH4S2NO8,0.0,-6.7906373115625005,3.404334433099958,0.0,,,,,,,
mp-560128,EuHSO5,0.0,-7.5827788303125,4.9437501220746025,0.0,,,,,,,
mp-753781,EuHfO3,0.0,-10.737502918,9.133639660900897,0.479599999999999,165.33333333333337,94.81630434782609,238.7995385897552,,,,
mp-1190059,EuHfS3,0.0,-23.6405126545,6.284678757042116,0.1287,,,,,,,
mp-1101792,EuMg2,0.0,-4.602242995833333,3.780883891447433,0.0,,,,,,,
mp-1019726,EuMg3SiN4,0.0,-7.125619919583333,4.47729261888599,0.207599999999999,,,,,,,
mp-643756,EuMgH4,0.0,-4.744876618333333,4.244243979909383,0.170599999999999,,,,,,,
mp-1102652,EuMgSi,0.0,-6.196119027500003,4.73847283172052,0.0,,,,,,,
mp-20340,EuN,0.0,-24.87422244,8.46192906951467,0.0,109.66666666666666,55.7266416510319,142.96435275064331,,,,
mp-21394,EuO,0.0,-10.741459005000001,8.494324767289008,0.0,,,,,,,
mp-20300,EuP,0.0,-24.970050805,5.868074945044431,0.0,,,,,,,
mp-1079534,EuP3,0.0,-17.1748210525,4.88235928560007,0.0,,,,,,,
mp-1195922,EuP7,0.0,-13.1091842846875,3.654760820538164,0.37600000000000006,,,,,,,
mp-3219,EuPO4,0.0,-9.025528729166666,5.71770096562233,0.0,,,,,,,
mp-20217,EuPS3,0.0,-15.6136774785,3.9611326078576092,0.8440000000000001,,,,,,,
mp-20587,EuS,0.0,-25.740025765,6.005077629981264,0.0,,,,,,,
mp-616175,EuSO4,0.0,-8.31204552875,5.386262623005255,1.0685,,,,,,,
mp-21279,EuSi,0.0,-24.31864786,5.933587970690617,0.0,,,,,,,
mp-1072248,EuSi2,0.0,-19.247524406666667,5.5179831344705015,0.0,,,,,,,
mp-560341,EuSi2(NO)2,0.0,-9.179480362142856,4.8199749180984,0.5023,,,,,,,
mp-505434,EuTa2O6,0.0,-10.551668065277775,8.646099440791215,0.0,,,,,,,
mp-1079111,EuTiO3,0.0,-10.164019363,6.956660393444921,0.0,,,,,,,
mp-582856,EuZr6(PO4)9,0.0,-8.755937655769232,3.201189197877966,0.0,,,,,,,
mp-1106293,EuZrO3,0.0,-10.376129998500002,7.053166080151789,0.18659999999999902,,,,,,,
mp-1189927,EuZrS3,0.0,-8.331561390000001,4.965501930606425,0.145299999999999,,,,,,,
mp-352,HfO2,0.0,-10.637514720833332,10.24124328616322,4.0165,204.83881221086156,100.54402251074652,259.21984769804857,4.8107757300000005,0.0279817303434767,0.3783575424319192,1.0826795044087723
mp-9953,HfP,0.0,-28.5079373025,9.726313498670915,0.0,147.03456790123454,83.85920992795224,211.38983609139785,,,,
mp-1102018,HfP2,0.0,-22.053583500000002,8.152066414891475,0.0,,,,,,,
mp-768745,HfP2O7,0.0,-8.737869630750001,3.987858334750361,5.5167,,,,,,,
mp-1206743,HfS,0.0,-28.28407169,10.273513819839645,0.0,,,,,,,
mp-985829,HfS2,0.0,-22.213491783333335,5.79919885634548,1.2237,,,,6.8052997166666644,6.32970451030127,5.337010861717511,2.643525921665339
mp-9922,HfS3,0.0,-18.68718625375,5.431896671846112,1.1326,16.94248647734956,12.520611324435441,30.137817453204097,6.466551876666666,2.536934728359459,3.68278571673366,1.8658506270838398
mp-1042,HfSi,0.0,-27.81785230375,10.15822872072195,0.0,151.23805717675327,95.91171026181357,237.52430664073933,,,,
mp-4609,HfSiO4,0.0,-9.517928708333335,7.015947117653362,5.0221,,,,3.9278348966666683,0.013226763270913397,0.24396884224390325,1.0634260017308423
mp-7916,HfSiS,0.0,-21.91606828333333,7.984868078782171,0.0,134.468085106383,93.8319326315858,228.37557980887598,,,,
mp-2713724,HfTa(PO4)3,0.0,-8.896805155000001,4.171811126163568,3.778,,,,,,,
mp-1224283,HfTaB4,0.0,-21.398285241666667,11.764003040517245,0.0,277.59812335507496,229.15495804526634,539.1188276530686,,,,
mp-1224285,HfTaC2,0.0,-29.35257637,13.59453808889359,0.0,,,,,,,
mp-1224247,HfZrN2,0.0,-23.5303191225,10.481604097960934,0.0,,,,,,,
mp-24118,H10SO8,0.0,-5.484515068157899,1.629827224064405,5.508,,,,2.119779943333333,0.007699461041597438,0.186138590000001,1.0932704069832981
mp-757652,H13S2N3O8,0.0,-5.656657805192318,1.8540967369149222,5.302700000000001,,,,,,,
mp-31373,H18SO12,0.0,-5.372772007419354,1.440485256687343,5.4128,,,,,,,
mp-730101,H2,0.0,-3.45511240125,0.03601222016714,9.7197,,,,,,,
mp-697111,H2O,0.0,-5.192767620833333,1.039895189271257,5.520200000000001,15.762644544997485,8.92742557893426,22.52904797965209,1.8226709,1.1232369508467312e-05,0.008183810000000236,1.004499649861492
mp-696805,H2S,0.0,-5.152175359583333,1.253841777237221,4.3246,,,,2.747838316666666,0.006771563372549953,0.19894934999999903,1.0753877007537072
mp-690733,H2SO4,0.0,-5.926249895714286,2.184359601315062,6.109999999999999,10.62651303538175,6.336894920047863,15.858409704846242,2.182610713333333,0.025882660139481442,0.37364010875949605,1.1838826295319809
mp-1212579,H3C3N5,0.0,-7.49703105795454,1.7043578423780201,3.483,,,,,,,
mp-29145,H3N,0.0,-5.222440870625,0.9175096758446891,4.3412,8.999999999999993,3.8189189189189188,10.037095501183899,2.18499546,0.0,0.0,1.0
mp-626256,H3NO4,0.0,-5.8434540028125,1.863993892469456,3.7619,,,,2.18636515,0.07399410347557045,0.6369338499999999,1.3516216426265162
mp-1021328,H4C,0.0,-5.00910037,0.43718985628098306,7.6375,0.3333333333333333,0.7571428571428571,1.2926829268292683,1.6508585566659697,2.657761311017205e-12,3.55754232583827e-06,1.0000021549665876
mp-23778,H4CN2O,0.0,-6.2624505374999995,1.3908172374374,5.0712,,,,2.3492032733333335,0.03260297735876056,0.38303185000000006,1.172418351945547
mp-721896,H4CSN2,0.0,-5.838249932500001,1.4264951276275362,3.2851,,,,3.0375779366666666,0.08218806162295816,0.6605001700000002,1.250332876313927
mp-1197921,H4S4N,0.0,-4.724413688611111,0.8141842045309,0.4198,,,,,,,
mp-29095,H4SO5,0.0,-5.7266657385,2.048440573546527,5.647600000000001,,,,2.2082347133333333,0.004184565836824483,0.1572408767222555,1.0740316950975435
mp-560121,H5CNO3,0.0,-6.0949873465,1.6053185079971581,5.1511,,,,,,,
mp-625924,H5NO,0.0,-5.11488099107143,1.021985696756561,4.8125,,,,2.05023067,0.003226582868910203,0.1210810200000001,1.0602549503418892
mp-1203058,H6C(NO)2,0.0,-5.985296842159091,1.508786362126695,4.927727803567741,,,,,,,
mp-1203459,H7S2NO8,0.0,-5.808545464999999,2.007729068104475,5.656499999999999,,,,,,,
mp-24468,H8S(NO2)2,0.0,-5.604466603833339,1.774466561966953,5.072699999999999,,,,2.2942084833333336,0.0005604034060649504,0.057055419999999746,1.0251493008074197
mp-28143,H8S5N2,0.0,-4.776414793,1.638442334360217,2.1947,,,,,,,
mp-1213393,H9C6N11,0.0,-7.13342210211538,1.691750985378592,3.9327,,,,,,,
mp-1201974,HC2N3,0.0,-7.999713154583333,1.460140629393383,2.5302,,,,,,,
mp-1190216,HCNO,0.0,-7.405570689166667,1.454282966244043,4.6665,,,,,,,
mp-3346792,HCNO,0.0,-7.805961205416666,1.823256763763809,5.2381,,,,,,,
mp-1224772,HNO3,0.0,-6.20577780125,1.984190555439806,3.8657,,,,,,,
mp-103,Hf,0.0,-45.15141539,13.312731475593225,0.0,108.1870273414776,56.602301805602465,144.5907851995428,,,,
mp-28040,Hf(BH4)4,0.0,-6.388246461428572,1.844487192042549,5.7195,,,,,,,
mp-14444,Hf(PS3)2,0.0,-13.17347144,2.9058441163678292,2.3179,,,,4.65579756,0.600113871087067,1.884061357251539,1.4985665814086884
mp-1223850,Hf2CN,0.0,-28.9725319625,13.28052014215553,0.0,,,,,,,
mp-13137,Hf2CS,0.0,-28.58165451625,11.273995032154115,0.0,178.77777777777777,126.38369837790128,306.8449443119932,,,,
mp-864647,Hf2N,0.0,-34.551684585,13.462054240702814,0.0,,,,,,,
mp-780075,Hf2N2O,0.0,-10.84132030975,10.601411565809128,1.9895,,,,,,,
mp-504659,Hf2P,0.0,-34.193794455277775,11.75828913515104,0.0,149.2159088497566,78.66276759021696,200.71731117621454,,,,
mp-555344,Hf2P2O9,0.0,-9.18842639,5.593391285888949,4.9045000000000005,,,,,,,
mp-2713179,Hf2P2SO12,0.0,-8.600757834019609,4.084643015412552,5.0061,,,,,,,
mp-10000,Hf2S,0.0,-33.95035526,11.182943515494184,0.0,133.98924731182797,77.91938112901035,195.80278057114649,,,,
mp-1017567,Hf2SN2,0.0,-25.367385816000002,9.808253112103902,0.8851000000000001,,,,8.650303430914873,0.0063259646350216844,0.16874865443311826,1.0196355545791096
mp-9938,Hf2Si,0.0,-33.81656762166667,11.538330656684913,0.0,141.65975820379964,100.09503968432489,243.04169637949101,,,,
mp-2713341,Hf2Si(SO6)2,0.0,-8.33060642137255,3.971615915807414,4.5141,,,,,,,
mp-1181094,Hf2SiH,0.0,-26.40861582125,11.247383100373142,0.0,,,,,,,
mp-1224388,Hf3N2,0.0,-32.425776466,13.61624986235148,0.0,,,,,,,
mp-761033,Hf3N2O3,0.0,-10.785325824375,9.232621638235115,3.1348,,,,5.373411563333334,0.21400125855061272,1.1324151007240086,1.2361411571402954
mp-776470,Hf3N4,0.0,-26.54098193607143,11.710480923591549,1.2648000000000001,,,,9.723034753333332,0.16606468318742962,0.8886832699999978,1.0971507038078965
mp-504812,Hf3P,0.0,-36.97119136375,12.524462365705743,0.0,,,,,,,
mp-20672,Hf3P2,0.0,-31.9467278995,11.138431217702932,0.0,,,,,,,
mp-2105,Hf3Si2,0.0,-31.444648972,10.978191815965062,0.0,143.6534237726098,95.36417138075382,234.25571285382534,,,,
mp-1224399,Hf4C3N,0.0,-28.8414652375,12.972254361073775,0.0,,,,,,,
mp-1212442,Hf5Si3N,0.0,-30.144303396666665,11.352689210159475,0.0,,,,,,,
mp-1994,HfB2,0.0,-21.032888876666664,11.237731726114164,0.0,252.47126078370235,244.43262981579747,554.3863024224753,,,,
mp-559617,HfB2O5,0.0,-9.2637991996875,6.893870563270039,4.4146,,,,,,,
mp-21075,HfC,0.0,-28.672221725,12.713335417214623,0.0,238.66666666666663,177.41304347826087,426.5476312139572,,,,
mp-27731,HfH2,0.0,-17.896140516666666,11.663993812664256,0.0,146.84618916437097,37.789866960114274,104.41294719638053,,,,
mp-1194675,HfH8(SO6)2,0.0,-6.380730335869566,3.4458877254412372,4.6357,,,,,,,
mp-2713884,HfMg(SO4)3,0.0,-7.362177330196079,3.25957242519441,4.8165000000000004,,,,,,,
mp-1245813,HfMgN2,0.0,-8.722240614999999,8.644883761622744,0.8472000000000001,,,,,,,
mp-2828,HfN,0.0,-29.12256109,13.922136516412124,0.0,270.6666666666667,163.9641627543036,409.25344978065107,,,,
mp-556958,La4S3N2,0.0,-20.155365757777776,5.264429360337543,1.1943,,,,,,,
mp-15897,La4Si2S3O7,0.0,-8.176235937187501,5.051788378588689,2.5019,,,,,,,
mp-1223217,La4Ti3(SO2)4,0.0,-8.504127698421053,5.161299943008752,0.6467,,,,,,,
mp-570499,La5(BN3)2,0.0,-18.36514728923077,6.5722489833790725,0.0,,,,,,,
mp-569576,La5(SiN3)3,0.0,-16.76134318602941,6.152862172501688,1.965199999999999,,,,,,,
mp-10961,La5Si3,0.0,-22.559670383125,5.727501360829827,0.0,,,,,,,
mp-18345,La5Si4,0.0,-21.19613794916667,5.27431701295811,0.0,,,,,,,
mp-558371,La5Ti5O17,0.0,-9.254413584629564,5.870880885241123,0.0,,,,,,,
mp-1192616,La6Mg23P,0.0,-2.60834055,3.030843962219694,0.0,,,,,,,
mp-1211430,La6Mg23Si,0.0,-2.544617024666668,3.007237239477091,0.0,,,,,,,
mp-1223370,La8Si5N14O,0.0,-8.421011535714287,5.875576078198987,2.3602,,,,,,,
mp-7283,LaB4,0.0,-12.4535199875,5.392531960342765,0.0,170.10848561226635,154.92489693618953,356.53698651621124,,,,
mp-1202407,LaB5H5NO14,0.0,-7.379508299230768,2.709992006752355,3.4857,,,,,,,
mp-30926,LaB5O9,0.0,-8.6071690935,3.751018342723245,4.4998000000000005,,,,,,,
mp-2680,LaB6,0.0,-11.171612194285714,4.725301587424177,0.0,181.33333333333334,134.2899944413563,323.108512176707,,,,
mp-568090,LaBC,0.0,-16.179035784499998,5.723966315408272,0.0,,,,,,,
mp-29597,LaBN2,0.0,-15.443102330833334,5.794371635269059,2.172799999999999,,,,,,,
